Year,Ticker,Name,Currency,CurrentAssets,AmortizationGoodwill,AccountsPayable,Assets,AverageShortTermRate,BVPS,CapitalizedSoftware,CommonEquity,Cash,CashDelta,CNI,ContingentLiabilities,COGS,CommonSharesIssued,CommonSharesOutstanding,CommonShareholders,CommonCapital,CapitalizedLeases,DebtSeniorConvertible,DebtSubordinatedConvertible,DebtIssuance,DebtTiedtoPrime,Debt,AccumulatedDepreciation,CashDividends,DividendsCommon,DividendsPreferred,Dividends,EBITDA,EBIT,Employees,DilutedEPS,ForeignExchange,FinancingActivities,Goodwill,GoodwillAmortization,Gain/LossPretax,GrossProfit,InvestmentBankingIncome,InvestedCapital,InterestIncome,Intangibles,InterestCapitalized,Inventories,InvestingActivities,CurrentLiabilities,Liabilities,NI,OperatingIncome,PTI,PPEGross,PPENet,PreferredStock,Provisions,RetainedEarnings,Receivables,Revenue,Sales,SaleofCommonStock,Equity,SaleofProperty,IncomeTaxes,NetDeferredTaxAsset,NetDeferredTaxLiability,IncomeTaxesPayable,IncomeTaxesPaid,IncomeTaxRefund,Taxes,PreferredStockatCarryingValue,WorkingCapital,OperatingExpenses,PrepaidExpenses,RetirementExpenses,RDExpenses,SGA Expenses,StaffExpense,Expense,UnderwritingExpense,DividendsperShare,PriceClose,SIC,Industry,State/Province,WebURL
1999,NWFL,Norwood Financial Corp.,USD,0,0,243.51,314.83,0,15.28,0,26.65,10.8,0,0,0,9.59,1.8,1.74,0,0.18,0,0,0,0,0,15,0,0,0.99,0,0.99,7.48,8.33,0.13,2.08,0,0,0,0,0,13.6,0,41.65,0,0,0,0.11,0,0,288.17,3.51,8.33,5.02,0,0,0,0,24.44,201.82,23.18,23.18,0,26.65,0,0,0,0,0,0,0,1.51,0,0,14.85,0,0,0,5.27,0,0,0,0.42,20.75,6021,National Commercial Banks,PA,www.waynebank.com
2000,NWFL,Norwood Financial Corp.,USD,0,0,252.96,326.73,0,17.99,0,31.37,11.69,0,0,0,11.36,1.8,1.74,0,0.18,0,0,0,0,0,21,0,0,1.18,0,1.18,8.7,9.49,0.13,2.3,0,0,0,0,0,15.08,0,52.37,0,0,0,0.03,0,0,295.36,3.86,9.49,5.36,0,0,0,0,28.93,213.18,26.43,26.43,0,31.37,0,0,0,0,0,0,0,1.5,0,0,16.95,0,0.15,0,5.59,0,0,0,0.51,17.25,6021,National Commercial Banks,PA,www.waynebank.com
2001,NWFL,Norwood Financial Corp.,USD,0,0,274.92,346.03,0,20.05,0,35.12,17.34,0,0,0,10.91,1.8,1.75,0,0.18,0,0,0,0,0,23.4,0,0,1.38,0,1.38,8.91,9.7,0.13,2.48,0,0,0,0,0,15.66,0,58.51,0,0,0,0.05,0,0,310.91,4.2,9.7,5.8,0,0,0,0,32.27,210.98,26.57,26.57,0,35.12,0,0,0,0,0,0,0,1.6,0,0,16.87,0,0.17,0,5.96,0,0,0,0.8,26.11,6021,National Commercial Banks,PA,www.waynebank.com
2002,NWFL,Norwood Financial Corp.,USD,0,0,291.85,367.47,0,22.64,0,40.13,16.24,0,0,0,8.24,1.8,1.77,0,0.18,0,0,0,0,0,24,0,0,1.54,0,1.54,9.41,10.2,0.13,2.52,0,0,0,0,0,16.33,0,64.13,0,0,0,0.02,0,0,327.34,4.35,10.2,5.98,0,0,0,0,36.57,214.82,24.57,24.57,0,40.13,0,0,0,0,0,0,0,1.62,0,0,14.37,0,0.17,0,6.12,0,0,0,0.88,29.79,6021,National Commercial Banks,PA,www.waynebank.com
2003,NWFL,Norwood Financial Corp.,USD,0,0,306.67,387.48,0,15.95,0,42.83,9.17,0,0,0,6.68,2.71,2.69,0,0.27,0,0,0,0,0,23.63,0,0,1.69,0,1.69,9.14,9.84,0.12,1.75,0,0,0,0,0,16.16,0,66.46,0,0,0,0,0,0,344.65,4.65,9.84,6.35,0,0,0,0,38.47,230.47,22.84,22.84,0,42.83,0,0,0,0,0,0,0,1.69,0,0,13,0,0.19,0,6.32,0,0,0,0.64,26.15,6021,National Commercial Banks,PA,www.waynebank.com
2004,NWFL,Norwood Financial Corp.,USD,0,0,318.65,411.63,0,16.94,0,45.69,20.67,11.49,0,0,5.45,2.71,2.7,0,0.27,0,0,0,0,0,19,0,1.8,1.83,0,1.83,10.02,10.62,0.12,1.85,0,20.47,0,0,0,17.1,0,64.69,0,0,0,0,-16.04,0,365.94,5.01,10.62,7.01,0,0,0,0,40.56,251.31,22.55,22.55,0,45.69,0,0,1.33,0.64,0,1.94,0,2,0,0,11.94,0,0.19,0,6.49,0,0,0,0.68,35.35,6021,National Commercial Banks,PA,www.waynebank.com
2005,NWFL,Norwood Financial Corp.,USD,0,0,340.6,433.56,0,17.92,0,48.11,9.82,-10.85,0,0,6.86,2.71,2.69,0,0.27,0,0,0,5,0,18,0,1.92,2,0,2,10.96,11.55,0.12,2.02,0,15.07,0,0,0,18.46,0,66.11,0,0,0,0,-32.88,0,385.45,5.5,11.55,7.84,0,0,0,0,42.95,287.22,25.32,25.32,0,48.11,0,0,1.83,0.53,0,2.45,0,2.34,0,0,13.77,0,0.21,0,6.91,0,0,0,0.72,32.25,6021,National Commercial Banks,PA,www.waynebank.com
2006,NWFL,Norwood Financial Corp.,USD,0,0,358.1,454.36,0,18.67,0,52.23,9.52,-0.3,0,0,9.99,2.84,2.8,0,0.28,0,0,0,0,0,13,0,2.29,2.37,0,2.37,11.89,12.45,0.12,2.07,0,8.68,0,0,0,19.55,0,65.23,0,0,0,0,-21.75,0,402.13,5.91,12.45,8.59,0,0,0,0,43.08,311.74,29.53,29.53,0,52.23,0,0,1.55,0.52,0,2.68,0,2.68,0,0,17.09,0,0.18,0,7.1,0,0,0,0.82,31.5,6021,National Commercial Banks,PA,www.waynebank.com
2007,NWFL,Norwood Financial Corp.,USD,0,0,370,480.61,0,20.27,0,55.82,9.06,-0.45,0,0,12.3,2.84,2.75,0,0.28,0,0,0,15,0,18,0,2.56,2.61,0,2.61,12.4,13.02,0.12,2.3,0,21.62,0,0,0,20.48,0,73.82,0,0,0,0,-25.78,0,424.79,6.51,13.02,9.14,0,0,0,0,48.08,327.22,32.78,32.78,0,55.82,0,0,1.71,1.08,0,2.85,0,2.63,0,0,19.76,0,0.4,0,7.47,0,0,0,0.92,31.25,6021,National Commercial Banks,PA,www.waynebank.com
2008,NWFL,Norwood Financial Corp.,USD,0,0,359.64,504.3,0,21.44,0,58.69,6.48,-2.58,0,0,10.43,2.84,2.74,0,0.28,0,0,0,25,0,43,0,2.74,2.79,0,2.79,13.45,14.08,0.12,2.41,0,17.46,0,0,0,21.75,0,101.69,0,0,0,0.66,-27.19,0,445.61,6.68,14.08,9.51,0,0,0,0,51.68,345.17,32.18,32.18,0,58.69,0,0,1.73,1.24,0,3.14,0,2.84,0,0,18.1,0,0.32,0,7.67,0,0,0,1,27.5,6021,National Commercial Banks,PA,www.waynebank.com
2009,NWFL,Norwood Financial Corp.,USD,0,0,391.47,529.7,0,23.26,0,64.47,17.36,10.88,7.87,0,9.41,2.84,2.77,0,0.28,0,0,0,0,0,38,0,2.97,3.01,0,3.01,13.65,14.25,0.12,2.55,0,17.48,0,0,0.15,22.67,0,102.47,0,0,0,0.39,-12.61,0,465.23,7.06,14.25,9.35,0,0,0,0,56.55,358.02,32.08,32.08,0,64.47,0,0,2.44,1.63,0,2.44,0,2.28,0,0,17.83,0,0.37,0,8.42,0,0,0,1.08,28.59,6021,National Commercial Banks,PA,www.waynebank.com
2010,NWFL,Norwood Financial Corp.,USD,0,0,393.87,537.01,0,24.45,0,67.7,16.63,-0.73,6.36,0,7.02,2.84,2.77,0,0.28,0,0,0,0,0,20,0,3.09,3.12,0,3.12,14.15,14.66,0.12,2.64,0,1.63,0,0,0,22.73,0,87.7,0,0,0,0.75,-10.94,0,469.31,7.31,14.66,9.98,0,0,0,0,59.79,351.24,29.75,29.75,0,67.7,0,0,2.6,1.09,0,2.74,0,2.66,0,0,15.09,0,0.34,0,8.07,0,0,0,1.12,27.77,6021,National Commercial Banks,PA,www.waynebank.com
2011,NWFL,Norwood Financial Corp.,USD,0,0,525.77,668.81,0,26.82,0,88.06,21.42,4.8,9.53,0,6.76,3.37,3.28,0,0.34,0,0,0,0,0,22.67,0,3.51,3.7,0,3.7,15.42,16.06,0.15,2.39,0,-37.06,9.72,0,0,25.75,0,110.73,0,10.52,0,2.91,31.07,0,580.75,7.36,16.06,9.94,0,0,0,0,65.62,452.45,32.51,32.51,0,88.06,0,0,4.59,2.26,0,2.36,0,2.58,0,0,16.44,0,0.4,0,9.69,0,0,0,1.16,27.47,6021,National Commercial Banks,PA,www.waynebank.com
2012,NWFL,Norwood Financial Corp.,USD,0,0,524.43,672.3,0,28.04,0,92.42,12.3,-9.13,7.89,0,7.1,3.37,3.3,0,0.34,0,0,0,0,0,17.49,0,3.93,3.97,0,3.97,16.4,17.12,0.15,2.56,0,-3.24,9.72,0,0,27.52,0,109.91,0,10.36,0,0.85,-17.25,0,579.88,8.4,17.12,11.44,0,0,0,0,69.54,471.21,34.62,34.62,0,92.42,0,0,4.17,1.99,0,2.01,0,3.04,0,0,17.5,0,0.42,0,10.4,0,0,0,1.2,29.75,6021,National Commercial Banks,PA,www.waynebank.com
2013,NWFL,Norwood Financial Corp.,USD,0,0,541.18,711.23,0,25.21,0,91.86,7.86,-4.43,3.07,0,6,3.71,3.64,0,0.37,0,0,0,7,0,23.76,0,4.16,4.22,0,4.22,16.56,17.29,0.15,2.33,0,35.53,9.72,0,0,27.88,0,115.63,0,10.23,0,1.01,-52.66,0,619.37,8.47,17.29,11.17,0,0,0,0,58.2,497.39,33.87,33.87,0,91.86,0,0,5.35,0.53,0,2.42,0,2.71,0,0,16.58,0,0.59,0,10.58,0,0,0,1.14,26.9,6021,National Commercial Banks,PA,www.waynebank.com
2014,NWFL,Norwood Financial Corp.,USD,0,0,559.94,711.64,0,26.94,0,99.04,12.38,4.51,10.72,0,4.89,3.72,3.68,0,0.37,0,0,0,0,0,15.09,0,4.37,4.38,0,4.38,16.56,17.26,0.14,2.1,0,-10.71,9.72,0,0,27.99,0,114.13,0,10.1,0,3.73,4.69,0,612.59,7.66,17.26,10.26,0,0,0,0,64.54,495.26,32.88,32.88,0,99.04,0,0,3.97,0.68,0,2.65,0,2.61,0,0,15.62,0,0.59,0,10.73,0,0,0,1.2,29.05,6021,National Commercial Banks,PA,www.waynebank.com
2015,NWFL,Norwood Financial Corp.,USD,0,0,550.91,750.51,0,27.29,0,101,10.01,-2.37,5.93,0,7.84,3.72,3.7,0,0.37,0,0,0,29,0,41.13,0,4.53,4.57,0,4.57,13.37,14.02,0.15,1.6,0,33.38,9.72,0,0,24.64,0,142.12,0,10,0,2.85,-46.24,0,649.51,5.91,14.02,7.54,0,0,0,0,65.9,552.63,32.48,32.48,0,101,0,0,4.34,0.67,0,2.32,0,1.63,0,0,18.46,0,0.62,0,10.62,0,0,0,1.23,28.75,6021,National Commercial Banks,PA,www.waynebank.com
2016,NWFL,Norwood Financial Corp.,USD,0,0,925.39,1111.18,0,26.7,0,111.08,17.17,7.16,2.1,0,5.7,4.17,4.16,0,0.42,0,0,0,0,0,12.75,0,4.71,4.9,0,4.9,17.32,18.17,0.22,1.73,0,-7.72,11.68,0,0,31.72,0,123.83,0,12.29,0,5.3,3.54,0,1000.1,6.71,18.17,8.6,0,0,0,0,63.11,707.43,37.42,37.42,0,111.08,0,0,10.06,1.07,0,1.54,0,1.88,0,0,19.26,0,0.71,0,13.55,0,0,0,1.24,33.14,6021,National Commercial Banks,PA,www.waynebank.com
2017,NWFL,Norwood Financial Corp.,USD,0,0,929.38,1132.92,0,18.51,0,115.74,16.7,-0.48,10.08,0,6.28,6.26,6.25,0,0.63,0,0,0,28,0,35.07,0,5.39,5.41,0,5.41,22.13,23.2,0.21,1.31,0,12.07,11.33,0,0.21,39.41,0,150.81,0,11.79,0,1.66,-28.59,0,1017.18,8.2,23.2,14.75,0,0,0,0,67.76,756.46,45.69,45.69,0,115.74,0.52,0,5.54,0.75,0,3.04,0,6.55,0,0,22.49,0,0.95,0,16.21,0,0,0,0.86,33,6021,National Commercial Banks,PA,www.waynebank.com
2006,OVLY,Oak Valley Bancorp,USD,0,0,378.53,455.07,0,4.81,0,34.19,27.82,7.32,0,0,11.96,7.1,7.1,0,17.65,0,0,0,0,0,0,0,1.35,1.35,0,1.35,9.06,9.06,0,0.51,0,63.31,0,0,0,18.43,0,34.19,0,0,0,0,-64.1,0,420.88,3.73,9.06,6.21,0,0,0,0,15.04,372.82,30.38,30.38,0,34.19,0,0,2.6,0.18,0,2.69,0,2.48,0,0,21.33,0,0,0,9.37,0,0,0,0.19,13.03,6021,National Commercial Banks,CA,www.ovcb.com
2007,OVLY,Oak Valley Bancorp,USD,0,0,377.35,454.26,0,5.57,0,42.36,14.2,-13.62,0,0,13.56,7.61,7.61,0,22.84,0,0,0,129.17,0,3,0,1.45,1.45,0,1.45,9.67,9.67,0.13,0.52,0,0.07,0,0,0,20.47,0,45.36,0,0,0,0,-11.5,0,411.9,3.93,9.67,6.26,0,0,0,0,17.77,382.26,34.04,34.04,0,42.36,0.01,0,2.51,0.28,0,2.46,0,2.34,0,0,24.37,0,0,0,10.81,0,0,0,0.19,8.25,6021,National Commercial Banks,CA,www.ovcb.com
2008,OVLY,Oak Valley Bancorp,USD,0,0,378.25,508.2,0,5.81,0,45.31,9.84,-4.37,0,0,10.92,7.66,7.66,0,23.86,0,0,0,269.86,0,34.5,0,0.57,0.57,0.06,0.64,8.85,8.85,0.12,0.27,0,52.07,0,0,0,20.85,0,92.49,0,0,0,2.75,-58.76,0,450.22,2.16,8.85,2.98,0,0,0,0,19.52,421.57,31.77,31.77,0,57.99,0,0,3.17,0.96,0,1.16,0,0.82,0,0,22.92,0,0,0,12,0,0,0,0.08,6,6021,National Commercial Banks,CA,www.ovcb.com
2009,OVLY,Oak Valley Bancorp,USD,0,0,429.21,524.72,0,6.23,0,47.85,21.65,11.81,3.39,0,11.5,7.68,7.68,0,23.93,0,0,0,65.04,0,5,0,0.83,0.19,0.84,1.03,9.92,9.92,0.12,0.15,0,13.4,0,0,0,20.42,0,65.69,0,0,0,2.15,-11.64,0,464.03,2,9.92,2.2,0,0,0,0,21.91,417.8,31.92,31.92,0,60.69,0,0,5.17,1.81,0,1.26,0,0.2,0,0,22,0,0,0,10.5,0,0,0,0.03,4.41,6021,National Commercial Banks,CA,www.ovcb.com
2010,OVLY,Oak Valley Bancorp,USD,0,0,476.74,552.4,0,6.64,0,51.64,68.94,47.29,4.49,0,6.94,7.7,7.7,0,24,0,0,0,7.1,0,3,0,0.68,0,0.84,0.84,11.64,12.6,0.12,0.49,0,22.72,0,0,0,23.76,0,67.66,0,0,0,0.78,16,0,487.74,4.63,12.6,6.98,0,0,0,0,25.56,395.21,30.7,30.7,0,64.66,0,0,4.76,1.8,0,1.98,0,2.35,0,0,18.1,0,0.26,0,11.16,0,0,0,0,5.9,6021,National Commercial Banks,CA,www.ovcb.com
2011,OVLY,Oak Valley Bancorp,USD,0,0,536.2,612.17,0,7.37,0,56.9,101.09,32.15,7.01,0,3.15,7.72,7.72,0,23.45,0,0,0,0,0,0,0,0.76,0,1.16,1.16,13.28,14.28,0.14,0.61,0,53.15,0,0,0,26.43,0,70.4,0,0,0,0.24,-31.12,0,541.77,5.86,14.28,9.04,0,0,0,0,31.32,386.96,29.58,29.58,0,70.4,0,0,5.14,3.18,0,1.69,0,3.18,0,0,15.3,0,0.28,0,12.16,0,0,0,0,6.75,6021,National Commercial Banks,CA,www.ovcb.com
2012,OVLY,Oak Valley Bancorp,USD,0,0,586.99,660.58,0,7.99,0,63.22,141.34,40.25,6.34,0,2.29,7.91,7.91,0,23.67,0,0,0,0,0,0,0,0.45,0,0.45,0.45,12.75,13.89,0.14,0.69,0,40.84,0,0,0,26.84,0,69.97,0,0,0,0,-9.63,0,590.61,5.78,13.89,8.6,0,0,0,0,37.2,382.41,29.13,29.13,0,69.97,0.02,0,5.14,3.47,0,1.75,0,2.81,0,0,15.25,0,0.34,0,12.96,0,0,0,0,7.45,6021,National Commercial Banks,CA,www.ovcb.com
2013,OVLY,Oak Valley Bancorp,USD,0,0,602.63,671.85,0,8.14,0,64.52,105.19,-36.14,1.88,0,1.13,7.93,7.93,0,23.76,0,0,0,0,0,0,0,0.07,0.79,0.07,0.86,13.19,14.35,0.15,0.74,0,8.91,0,0,0,27.26,0,64.52,0,0,0,0.92,-52.57,0,607.34,5.89,14.35,8.6,0,0,0,0,38.22,411.16,28.38,28.38,0,64.52,0.01,0,5.43,1.16,0,2.35,0,2.71,0,0,14.03,0,0.34,0,12.9,0,0,0,0,8.37,6021,National Commercial Banks,CA,www.ovcb.com
2014,OVLY,Oak Valley Bancorp,USD,0,0,669.58,749.67,0,9.29,0,75.04,144.29,39.1,9.75,0,-1.23,8.08,8.08,0,24.68,0,0,0,0,0,0,0,1.32,0.53,0,0.53,15.73,16.91,0.16,0.89,0,66.66,0,0,0,30.93,0,75.04,0,0,0,0.88,-34.97,0,674.62,7.12,16.91,10.7,0,0,0,0,47.45,446.49,29.7,29.7,0,75.04,0,0,5.08,2.47,0,3.01,0,3.57,0,0,12.79,0,0.37,0,14.02,0,0,0,0.17,10.16,6021,National Commercial Banks,CA,www.ovcb.com
2015,OVLY,Oak Valley Bancorp,USD,0,0,814.69,897.04,0,9.69,0,78.26,190.6,46.32,4.61,0,0.49,8.08,8.08,0,24.68,0,0,0,0,0,0,0,1.7,1.7,0,1.7,13.64,14.85,0.17,0.61,0,72.34,0.66,0,0,29.57,0,78.26,0,1.69,0,2.07,-30.33,0,818.78,4.91,14.85,6.96,0,0,0,0,50.36,530.39,30.06,30.06,0,78.26,0.01,0,8.15,2.71,0,4.15,0,2.05,0,0,15.22,0,0.45,0,14.73,0,0,0,0.21,10.4,6021,National Commercial Banks,CA,www.ovcb.com
2016,OVLY,Oak Valley Bancorp,USD,0,0,914.09,1002.11,0,10.19,0,82.45,190.81,0.21,5.87,0,1.25,8.09,8.09,0,24.68,0,0,0,0,0,0,0,1.94,1.94,0,1.94,17.35,18.61,0.17,0.95,0,97.46,3.31,0,0,35.45,0,82.45,0,4.19,0,1.21,-107.16,0,919.66,7.67,18.61,11.14,0,0,0,0,54.3,601.1,36.7,36.7,0,82.45,0,0,5.77,1.04,0,2.33,0,3.47,0,0,18.1,0,0.49,0,16.85,0,0,0,0.24,12.55,6021,National Commercial Banks,CA,www.ovcb.com
2017,OVLY,Oak Valley Bancorp,USD,0,0,938.88,1034.85,0,11.21,0,90.77,149.17,-41.64,10.15,0,1.42,8.1,8.1,0,24.77,0,0,0,0,0,0,0,2.02,2.02,0,2.02,20.18,21.3,0.18,1.13,0,22.86,3.31,0,0.11,38.76,0,90.77,0,4.06,0,0.25,-73.89,0,944.09,9.09,21.3,15.24,0,0,0,0,62.42,652.99,40.18,40.18,0,90.77,0.39,0,4.2,1.55,0,5.92,0,6.15,0,0,18.87,0,0.51,0,17.46,0,0,0,0.25,19.54,6021,National Commercial Banks,CA,www.ovcb.com
2003,OLBK,Old Line Bancshares Inc,USD,0,0,69.33,89.54,0,7.3,0,12.83,7.18,0,0,0,1.42,1.76,1.76,0,0.02,0,0,0,0,0,4,0,0,0.08,0,0.08,1.27,1.43,0.04,0.34,0,0,0,0,0,3.18,0,16.83,0,0,0,0,0,0,76.71,0.47,1.43,0.7,0,0,0,0,0.45,59.52,4.6,4.6,0,12.83,0,0,0,0,0,0,0,0.23,0,0,3.17,0,0.04,0,1.75,0,0,0,0.09,11.5,6021,National Commercial Banks,MD,www.oldlinebank.com
2004,OLBK,Old Line Bancshares Inc,USD,0,0,88.97,113.57,0,7.6,0,13.49,9.62,2.84,0,0,1.38,1.78,1.78,0,0.02,0,0,0,0,0,6,0,0.21,0.21,0,0.21,1.93,2.08,0.04,0.45,0,23.14,0,0,0,4.06,0,19.49,0,0,0,0,-21.37,0,100.08,0.82,2.08,1.26,0,0,0,0,1.03,81.51,5.44,5.44,0,13.49,0.02,0,0.33,0.24,0,0.4,0,0.44,0,0,3.37,0,0.04,0,1.98,0,0,0,0.12,11.79,6021,National Commercial Banks,MD,www.oldlinebank.com
2005,OLBK,Old Line Bancshares Inc,USD,0,0,119.67,169.03,0,7.89,0,33.52,39.96,30.64,0,0,2.33,4.25,4.25,0,0.04,0,0,0,0,0,6,0,0.27,0.27,0,0.27,2.52,2.68,0.05,0.44,0,54.36,0,0,0,5.29,0,39.52,0,0,0,0,-25.07,0,135.51,1.14,2.68,1.72,0,0,0,0,1.74,104.25,7.63,7.63,0,33.52,0,0,0.51,0.31,0,0.63,0,0.58,0,0,4.95,0,0.06,0,2.62,0,0,0,0.1,10.44,6021,National Commercial Banks,MD,www.oldlinebank.com
2006,OLBK,Old Line Bancshares Inc,USD,0,0,169.67,218.13,0,8.18,0,34.82,39.63,-0.33,0,0,4.07,4.25,4.25,0,0.04,0,0,0,0,0,3,0,0.49,0.49,0,0.49,3.55,3.8,0.06,0.37,0,46.44,0,0,0,7.98,0,37.82,0,0,0,0,-49.53,0,183.32,1.57,3.8,2.42,0,0,0,0,2.91,150.42,12.05,12.05,0,34.82,0,0,0.62,0.39,0,0.68,0,0.85,0,0,8.25,0,0.09,0,4.18,0,0,0,0.12,10.61,6021,National Commercial Banks,MD,www.oldlinebank.com
2007,OLBK,Old Line Bancshares Inc,USD,0,0,177.81,245.21,0,8.5,0,34.63,14.99,-26.63,0,0,6.58,4.08,4.08,0,0.04,0,0,0,12,0,15,0,0.51,0.51,0,0.51,3.61,3.97,0.05,0.38,0,25.21,0,0,0,9.15,0,49.63,0,0,0,0,-53.3,0,210.58,1.58,3.97,2.37,0,0,0,0,4.13,201.94,15.73,15.73,0,34.63,0.1,0,0.73,0.56,0,0.91,0,0.79,0,0,11.76,0,0.12,0,5.18,0,0,0,0.12,8.05,6021,National Commercial Banks,MD,www.oldlinebank.com
2008,OLBK,Old Line Bancshares Inc,USD,0,0,231.43,317.73,0,8.98,0,34.98,24.23,-2.03,0,0,6.32,3.86,3.86,0,0.04,0,0,0,0,0,21.53,0,0.47,0.47,0.03,0.5,3.94,4.39,0,0.44,0,59.83,0,0,0,10.06,0,63.82,0,0,0,0,-67.18,0,275.44,1.76,4.39,2.69,0,0,0,0,6.11,231.05,16.39,16.39,0,41.69,0.03,0,0.93,1,0,1.26,0,0.94,0,0,12,0.04,0.13,0,5.68,0,0,0,0.12,6.07,6021,National Commercial Banks,MD,www.oldlinebank.com
2009,OLBK,Old Line Bancshares Inc,USD,0,0,286.35,357.22,0,9.31,0,35.94,26.47,0.47,2.1,0,6.48,3.86,3.86,0,0.04,0,0,0,0,0,16.37,0,0.68,0.46,0.49,0.95,5.25,5.95,0.08,0.4,0,40.31,0,0,0,12.44,0,53,0,0,0,0,-39.22,0,320.59,2.04,5.95,3.18,0,0,0,0,6.87,265.01,18.92,18.92,0,35.94,0,0,1.16,0.98,0,1.07,0,1.06,0,0,12.97,0,0.13,0,6.49,0,0,0,0.12,6.59,6021,National Commercial Banks,MD,www.oldlinebank.com
2010,OLBK,Old Line Bancshares Inc,USD,0,0,340.53,401.91,0,9.52,0,37.05,14.91,3.18,1.33,0,6.03,3.89,3.89,0,0.04,0,0,0,0,0,16.37,0,0.47,0.47,0,0.47,5.35,6.16,0.08,0.38,0,43.19,0,0,0,13.84,0,54.03,0,0,0,1.15,-43.3,0,364.25,1.5,6.16,2.43,0,0,0,0,7.81,299.61,19.86,19.86,0,37.05,0,0,1.21,0.95,0,1.39,0,1,0,0,13.7,0.19,0.38,0,7.68,0,0,0,0.12,8.06,6021,National Commercial Banks,MD,www.oldlinebank.com
2011,OLBK,Old Line Bancshares Inc,USD,0,0,690.77,811.04,0,9.98,0,68.04,43.64,29.02,7.35,0,7.02,6.82,6.82,0,0.07,0,0,0,0,0,6.19,0,0.82,0.82,0,0.82,13.21,14.89,0.18,0.86,0,60.79,0.63,0,-0.01,28.05,0,74.69,0,5.05,0,4.01,-43.35,0,742.55,5.38,14.89,7.16,0,0,0,0,14.48,539.3,35.07,35.07,0,68.04,0,0,12.06,4.82,0,0.23,0,1.93,0,0,20.18,1.03,0.48,0,13.16,0,0,0,0.13,8.1,6021,National Commercial Banks,MD,www.oldlinebank.com
2012,OLBK,Old Line Bancshares Inc,USD,0,0,735.46,861.86,0,10.94,0,74.87,28.69,-14.75,7.55,0,6.58,6.85,6.85,0,0.07,0,0,0,0,0,6.09,0,1.09,1.09,0,1.09,17.57,19.73,0.18,1.09,0,42.87,0.63,0,0.01,35.45,0,81.35,0,4.33,0,3.72,-69.45,0,786.6,7.53,19.73,10.19,0,0,0,0,21,595.15,42.03,42.03,0,74.87,0.03,0,11.52,4.38,0,2.89,0,2.72,0,0,22.31,0,1.63,0,15.73,0,0,0,0.16,11.29,6021,National Commercial Banks,MD,www.oldlinebank.com
2013,OLBK,Old Line Bancshares Inc,USD,0,0,974.36,1167.22,0,11.71,0,126.25,29.06,0.37,1.92,0,5.71,10.78,10.78,0,0.11,0,0,0,0,0,5.99,0,1.49,1.49,0,1.49,23.02,25.71,0.25,0.86,0,-31.48,7.79,0,-0.11,47.68,0,132.54,0,13.08,0,6.33,16.25,0,1040.67,7.84,25.71,11.35,0,0,0,0,21.52,847.25,53.38,53.38,0,126.25,-0.11,0,27,5.13,0,0.72,0,3.6,0,0,27.68,0,1.05,0,21.97,0,0,0,0.16,14.5,6021,National Commercial Banks,MD,www.oldlinebank.com
2014,OLBK,Old Line Bancshares Inc,USD,0,0,1015.74,1227.52,0,12.51,0,135.26,25.41,-3.65,10.31,0,6.73,10.81,10.81,0,0.11,0,0,0,0,0,5.87,0,1.94,1.94,0,1.94,18.3,21.43,0.23,0.65,0,51.08,7.79,0,0,45.53,0,141.4,0,12.22,0,7,-64.94,0,1091.99,7.13,21.43,9.79,0,0,0,0,29.92,926.57,52.26,52.26,0,135.26,-0.03,0,17.99,1.88,0,1.16,0,2.69,0,0,30.83,0,1.01,0,24.1,0,0,0,0.18,15.82,6021,National Commercial Banks,MD,www.oldlinebank.com
2015,OLBK,Old Line Bancshares Inc,USD,0,0,1235.88,1510.09,0,13.3,0,143.73,43.7,18.3,10.65,0,6.18,10.8,10.8,0,0.11,0,0,0,0,0,3.72,0,2.25,2.25,0,2.25,25.94,29.06,0.25,0.97,0,139.77,9.79,0,0,52.07,0,147.71,0,14.14,0,10.58,-135.48,0,1366.1,10.47,29.06,15.85,0,0,0,0,38.33,1147.04,58.25,58.25,0,143.73,0.01,0,18.68,4.86,0,-0.42,0,5.38,0,0,29.19,0,1.12,0,23.01,0,0,0,0.21,17.57,6021,National Commercial Banks,MD,www.oldlinebank.com
2016,OLBK,Old Line Bancshares Inc,USD,0,0,1325.88,1709.02,0,13.81,0,150.67,23.46,-20.24,8.14,0,9.11,10.91,10.91,0,0.11,0,0,0,28.25,0,37.84,0,2.6,2.6,0,2.6,29.9,33.31,0.23,1.2,0,192.1,9.79,0,0,59.69,0,188.51,0,13.31,0,11.17,-232.7,0,1558.35,13.16,33.31,19.97,0,0,0,0,43.87,1361.18,68.8,68.8,0,150.67,0.03,0,14.41,4.84,0,2.73,0,6.81,0,0,35.49,0,1.25,0,26.38,0,0,0,0.24,23.98,6021,National Commercial Banks,MD,www.oldlinebank.com
